Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
2338,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,23.0,2002,0.0,,0,,,,,,,,,,0,,,,Matches
2339,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,24.0,2001,18.9,,12,,,,,,,,,,17,,,,Matches
2340,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,32.0,1993,7.5,,11,,,,,,,,,,7,,,,Matches
2341,Filip Stojilković,ch SUI,"MF,FW",Pisa,it Serie A,26.0,2000,2.0,,0,,,,,,,,,,0,,,,Matches
2342,John Stones,eng ENG,DF,Manchester City,eng Premier League,31.0,1994,3.9,,0,,,,,,,,,,2,,,,Matches
2343,Jørgen Strand Larsen,no NOR,FW,Crystal Palace,eng Premier League,26.0,2000,2.0,,0,,,,,,,,,,1,,,,Matches
2344,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,26.0,2000,15.6,,2,,,,,,,,,,3,,,,Matches
2345,Gabriel Strefezza,br BRA,FW,Parma,it Serie A,28.0,1997,1.4,,1,,,,,,,,,,1,,,,Matches
2346,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,26.0,1999,22.1,,16,,,,,,,,,,22,,,,Matches
2347,Cristhian Stuani,uy URU,FW,Girona,es La Liga,39.0,1986,2.4,,3,,,,,,,,,,1,,,,Matches
2348,Nikola Štulić,rs SRB,FW,Lecce,it Serie A,24.0,2001,14.3,,7,,,,,,,,,,1,,,,Matches
2349,Denis Suárez,es ESP,MF,Alavés,es La Liga,32.0,1994,10.9,,9,,,,,,,,,,5,,,,Matches
2350,Gabriel Suazo,cl CHI,"DF,MF",Sevilla,es La Liga,28.0,1997,14.9,,45,,,,,,,,,,17,,,,Matches
2351,Luka Sučić,hr CRO,"FW,MF",Real Sociedad,es La Liga,23.0,2002,4.5,,3,,,,,,,,,,1,,,,Matches
2352,Petar Sucic,hr CRO,MF,Inter,it Serie A,22.0,2003,12.8,,14,,,,,,,,,,4,,,,Matches
2353,Yukinari Sugawara,jp JPN,"DF,MF",Werder Bremen,de Bundesliga,25.0,2000,19.5,,10,,,,,,,,,,11,,,,Matches
2354,Pavel Šulc,cz CZE,"FW,MF",Lyon,fr Ligue 1,25.0,2000,13.6,,10,,,,,,,,,,6,,,,Matches
2355,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,30.0,1995,4.8,,4,,,,,,,,,,6,,,,Matches
2356,Ibrahim Sulemana,gh GHA,MF,Bologna,it Serie A,22.0,2003,0.5,,0,,,,,,,,,,0,,,,Matches
2357,Ibrahim Sulemana,gh GHA,MF,Cagliari,it Serie A,22.0,2003,0.9,,0,,,,,,,,,,3,,,,Matches
2358,Kamaldeen Sulemana,gh GHA,MF,Atalanta,it Serie A,24.0,2002,7.6,,4,,,,,,,,,,2,,,,Matches
2359,Crysencio Summerville,nl NED,"MF,FW",West Ham United,eng Premier League,24.0,2001,17.6,,16,,,,,,,,,,11,,,,Matches
2360,Yuito Suzuki,jp JPN,MF,Freiburg,de Bundesliga,24.0,2001,11.8,,7,,,,,,,,,,5,,,,Matches
2361,Zion Suzuki,jp JPN,GK,Parma,it Serie A,23.0,2002,11.0,,0,,,,,,,,,,0,,,,Matches
2362,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,27.0,1999,7.5,,6,,,,,,,,,,6,,,,Matches
2363,Daniel Svensson,se SWE,MF,Dortmund,de Bundesliga,24.0,2002,18.9,,17,,,,,,,,,,12,,,,Matches
2364,Mile Svilar,rs SRB,GK,Roma,it Serie A,26.0,1999,25.0,,1,,,,,,,,,,1,,,,Matches
2365,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,22.0,2004,7.9,,10,,,,,,,,,,2,,,,Matches
2366,Lamine Sy,mr MTN,DF,Auxerre,fr Ligue 1,23.0,2002,10.3,,18,,,,,,,,,,13,,,,Matches
2367,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,23.0,2002,0.0,,0,,,,,,,,,,0,,,,Matches
2368,Abakar Sylla,ci CIV,DF,Nantes,fr Ligue 1,23.0,2002,0.7,,0,,,,,,,,,,0,,,,Matches
2369,Fodé Sylla,fr FRA,MF,Lens,fr Ligue 1,19.0,2006,0.7,,5,,,,,,,,,,1,,,,Matches
2370,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,35.0,1990,6.0,,0,,,,,,,,,,0,,,,Matches
2371,Dominik Szoboszlai,hu HUN,"MF,DF",Liverpool,eng Premier League,25.0,2000,23.9,,26,,,,,,,,,,15,,,,Matches
2372,Sebastian Szymański,pl POL,MF,Rennes,fr Ligue 1,26.0,1999,2.1,,3,,,,,,,,,,0,,,,Matches
2373,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,30.0,1995,13.6,,4,,,,,,,,,,0,,,,Matches
2374,Musa Al-Taamari,jo JOR,"MF,FW",Rennes,fr Ligue 1,28.0,1997,15.1,,12,,,,,,,,,,8,,,,Matches
2375,Haris Tabakovic,ba BIH,FW,Gladbach,de Bundesliga,31.0,1994,17.0,,1,,,,,,,,,,0,,,,Matches
2376,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,33.0,1992,10.9,,9,,,,,,,,,,13,,,,Matches
2377,Jonathan Tah,de GER,DF,Bayern Munich,de Bundesliga,30.0,1996,17.5,,13,,,,,,,,,,20,,,,Matches
2378,Kōta Takai,jp JPN,DF,Gladbach,de Bundesliga,21.0,2004,2.7,,3,,,,,,,,,,3,,,,Matches
2379,Chemsdine Talbi,ma MAR,"MF,FW",Sunderland,eng Premier League,20.0,2005,12.0,,3,,,,,,,,,,3,,,,Matches
2380,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,27.0,1998,21.0,,12,,,,,,,,,,19,,,,Matches
2381,Adrien Tameze,cm CMR,DF,Torino,it Serie A,32.0,1994,12.3,,12,,,,,,,,,,19,,,,Matches
2382,Ao Tanaka,jp JPN,MF,Leeds United,eng Premier League,27.0,1998,8.3,,9,,,,,,,,,,12,,,,Matches
2383,Axel Tapé,fr FRA,"MF,DF",Leverkusen,de Bundesliga,18.0,2007,2.0,,1,,,,,,,,,,1,,,,Matches
2384,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,27.0,1999,16.6,,9,,,,,,,,,,14,,,,Matches
2385,James Tarkowski,eng ENG,DF,Everton,eng Premier League,33.0,1992,26.0,,22,,,,,,,,,,24,,,,Matches
2386,César Tárrega,es ESP,DF,Valencia,es La Liga,23.0,2002,18.7,,18,,,,,,,,,,14,,,,Matches
2387,Tylel Tati,fr FRA,DF,Nantes,fr Ligue 1,18.0,2008,17.7,,12,,,,,,,,,,14,,,,Matches
2388,Nuno Tavares,pt POR,DF,Lazio,it Serie A,26.0,2000,7.8,,9,,,,,,,,,,7,,,,Matches
2389,Marcus Tavernier,eng ENG,MF,Bournemouth,eng Premier League,26.0,1999,19.6,,13,,,,,,,,,,11,,,,Matches
2390,Kenneth Taylor,nl NED,MF,Lazio,it Serie A,23.0,2002,5.7,,7,,,,,,,,,,5,,,,Matches
2391,Loum Tchaouna,fr FRA,"MF,FW",Burnley,eng Premier League,22.0,2003,9.0,,7,,,,,,,,,,2,,,,Matches
2392,Jackson Tchatchoua,cm CMR,"MF,DF",Wolves,eng Premier League,24.0,2001,14.2,,10,,,,,,,,,,8,,,,Matches
2393,Aurélien Tchouaméni,fr FRA,MF,Real Madrid,es La Liga,26.0,2000,19.3,,28,,,,,,,,,,23,,,,Matches
2394,Mathys Tel,fr FRA,"MF,FW",Tottenham Hotspur,eng Premier League,20.0,2005,7.0,,7,,,,,,,,,,0,,,,Matches
2395,Nathan Tella,ng NGA,MF,Leverkusen,de Bundesliga,26.0,1999,5.0,,3,,,,,,,,,,1,,,,Matches
2396,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,29.0,1996,22.0,,24,,,,,,,,,,26,,,,Matches
2397,Arnau Tenas,es ESP,GK,Villarreal,es La Liga,24.0,2001,3.0,,1,,,,,,,,,,0,,,,Matches
2398,Marc-André ter Stegen,de GER,GK,Girona,es La Liga,33.0,1992,2.0,,0,,,,,,,,,,0,,,,Matches
2399,Filippo Terracciano,it ITA,DF,Cremonese,it Serie A,23.0,2003,23.3,,12,,,,,,,,,,40,,,,Matches
2400,Pietro Terracciano,it ITA,GK,Milan,it Serie A,35.0,1990,1.4,,0,,,,,,,,,,0,,,,Matches
2401,Ramón Terrats,es ESP,MF,Espanyol,es La Liga,25.0,2000,5.2,,10,,,,,,,,,,7,,,,Matches
2402,Martin Terrier,fr FRA,"MF,FW",Leverkusen,de Bundesliga,28.0,1997,4.8,,1,,,,,,,,,,0,,,,Matches
2403,Tanner Tessmann,us USA,MF,Lyon,fr Ligue 1,24.0,2001,16.6,,17,,,,,,,,,,11,,,,Matches
2404,Kenny Tete,nl NED,DF,Fulham,eng Premier League,30.0,1995,16.0,,33,,,,,,,,,,21,,,,Matches
2405,Jordan Teze,nl NED,"MF,DF",Monaco,fr Ligue 1,26.0,1999,16.9,,33,,,,,,,,,,19,,,,Matches
2406,Florian Thauvin,fr FRA,MF,Lens,fr Ligue 1,33.0,1993,19.3,,13,,,,,,,,,,7,,,,Matches
2407,Arthur Theate,be BEL,DF,Eintracht Frankfurt,de Bundesliga,25.0,2000,18.9,,17,,,,,,,,,,28,,,,Matches
2408,Thiago,br BRA,FW,Brentford,eng Premier League,24.0,2001,24.5,,10,,,,,,,,,,6,,,,Matches
2409,Malick Thiaw,de GER,DF,Newcastle United,eng Premier League,24.0,2001,21.5,,20,,,,,,,,,,19,,,,Matches
2410,Jan Thielmann,de GER,"MF,FW",Köln,de Bundesliga,23.0,2002,14.1,,10,,,,,,,,,,10,,,,Matches
2411,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,32.0,1993,20.3,,33,,,,,,,,,,16,,,,Matches
2412,Morten Thorsby,no NOR,MF,Genoa,it Serie A,29.0,1996,8.1,,1,,,,,,,,,,3,,,,Matches
2413,Morten Thorsby,no NOR,MF,Cremonese,it Serie A,29.0,1996,2.0,,3,,,,,,,,,,0,,,,Matches
2414,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,26.0,1999,15.3,,8,,,,,,,,,,18,,,,Matches
2415,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,24.0,2001,18.9,,23,,,,,,,,,,11,,,,Matches
2416,Marcus Thuram,fr FRA,FW,Inter,it Serie A,28.0,1997,13.2,,9,,,,,,,,,,0,,,,Matches
2417,Cheikh Tidiane Sabaly,sn SEN,"MF,FW",Metz,fr Ligue 1,26.0,1999,10.7,,13,,,,,,,,,,3,,,,Matches
2418,Youri Tielemans,be BEL,MF,Aston Villa,eng Premier League,28.0,1997,14.4,,25,,,,,,,,,,8,,,,Matches
2419,Phillip Tietz,de GER,FW,Augsburg,de Bundesliga,28.0,1997,2.2,,1,,,,,,,,,,0,,,,Matches
2420,Phillip Tietz,de GER,FW,Mainz 05,de Bundesliga,28.0,1997,6.6,,0,,,,,,,,,,1,,,,Matches
2421,Malik Tillman,us USA,MF,Leverkusen,de Bundesliga,23.0,2002,13.8,,23,,,,,,,,,,13,,,,Matches
2422,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,24.0,2001,23.2,,31,,,,,,,,,,20,,,,Matches
2423,Quinten Timber,nl NED,MF,Marseille,fr Ligue 1,24.0,2001,3.7,,5,,,,,,,,,,1,,,,Matches
2424,Jean-Clair Todibo,fr FRA,DF,West Ham United,eng Premier League,26.0,1999,16.9,,20,,,,,,,,,,13,,,,Matches
2425,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,21.0,2004,1.5,,1,,,,,,,,,,0,,,,Matches
2426,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,31.0,1994,16.7,,12,,,,,,,,,,14,,,,Matches
2427,Jeremy Toljan,de GER,DF,Levante,es La Liga,31.0,1994,20.9,,25,,,,,,,,,,20,,,,Matches
2428,Tiago Tomás,pt POR,MF,Stuttgart,de Bundesliga,23.0,2002,7.1,,4,,,,,,,,,,3,,,,Matches
2429,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,28.0,1997,18.8,,29,,,,,,,,,,19,,,,Matches
2430,Sandro Tonali,it ITA,MF,Newcastle United,eng Premier League,25.0,2000,19.7,,18,,,,,,,,,,22,,,,Matches
2431,Keke Topp,de GER,FW,Werder Bremen,de Bundesliga,21.0,2004,5.7,,3,,,,,,,,,,0,,,,Matches
2432,Pablo Torre,es ESP,MF,Mallorca,es La Liga,22.0,2003,8.6,,5,,,,,,,,,,7,,,,Matches
2433,Jofre Torrents,es ESP,DF,Barcelona,es La Liga,19.0,2007,0.6,,2,,,,,,,,,,0,,,,Matches
2434,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,25.0,2000,14.3,,4,,,,,,,,,,3,,,,Matches
2435,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,29.0,1997,13.4,,10,,,,,,,,,,9,,,,Matches
2436,Lucas Torró,es ESP,MF,Osasuna,es La Liga,31.0,1994,17.4,,11,,,,,,,,,,21,,,,Matches
2437,Jordan Torunarigha,de GER,DF,Hamburger SV,de Bundesliga,28.0,1997,10.8,,11,,,,,,,,,,14,,,,Matches
2438,Alex Tóth,hu HUN,MF,Bournemouth,eng Premier League,20.0,2005,0.8,,0,,,,,,,,,,1,,,,Matches
2439,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,31.0,1994,8.2,,6,,,,,,,,,,10,,,,Matches
2440,Alpha Touré,sn SEN,"MF,DF",Metz,fr Ligue 1,20.0,2006,11.5,,19,,,,,,,,,,6,,,,Matches
2441,Bazoumana Touré,ci CIV,"MF,FW",Hoffenheim,de Bundesliga,19.0,2006,14.9,,11,,,,,,,,,,4,,,,Matches
2442,Idrissa Touré,de GER,MF,Pisa,it Serie A,27.0,1998,21.3,,25,,,,,,,,,,22,,,,Matches
2443,Ousmane Toure,fr FRA,DF,Lille,fr Ligue 1,20.0,2005,0.6,,0,,,,,,,,,,2,,,,Matches
2444,Lucas Tousart,fr FRA,MF,Brest,fr Ligue 1,28.0,1997,4.9,,11,,,,,,,,,,7,,,,Matches
2445,James Trafford,eng ENG,GK,Manchester City,eng Premier League,23.0,2002,3.0,,1,,,,,,,,,,0,,,,Matches
2446,Mattéo Tramoni,fr FRA,"MF,FW",Pisa,it Serie A,26.0,2000,13.6,,16,,,,,,,,,,9,,,,Matches
2447,Adama Traoré,es ESP,"FW,MF",West Ham United,eng Premier League,30.0,1996,0.1,,0,,,,,,,,,,0,,,,Matches
2448,Adama Traoré,es ESP,MF,Fulham,eng Premier League,30.0,1996,3.0,,1,,,,,,,,,,0,,,,Matches
2449,Bertrand Traoré,bf BFA,"MF,FW",Sunderland,eng Premier League,30.0,1995,6.8,,4,,,,,,,,,,2,,,,Matches
2450,Boubacar Traoré,ml MLI,MF,Metz,fr Ligue 1,24.0,2001,12.7,,20,,,,,,,,,,10,,,,Matches
2451,Hamari Traoré,ml MLI,DF,Paris FC,fr Ligue 1,34.0,1992,9.6,,17,,,,,,,,,,13,,,,Matches
2452,Omar Traoré,de GER,"DF,MF",Heidenheim,de Bundesliga,28.0,1998,13.3,,10,,,,,,,,,,11,,,,Matches
2453,Kevin Trapp,de GER,GK,Paris FC,fr Ligue 1,35.0,1990,11.0,,0,,,,,,,,,,1,,,,Matches
2454,Óscar Trejo,ar ARG,"FW,MF",Rayo Vallecano,es La Liga,37.0,1988,0.6,,0,,,,,,,,,,0,,,,Matches
2455,Yael Trepy,,FW,Cagliari,it Serie A,,,0.1,,0,,,,,,,,,,0,,,,Matches
2456,Mike Trésor,be BEL,"FW,MF",Burnley,eng Premier League,26.0,1999,0.3,,0,,,,,,,,,,0,,,,Matches
2457,Philipp Treu,de GER,"DF,MF",Freiburg,de Bundesliga,25.0,2000,15.0,,17,,,,,,,,,,4,,,,Matches
2458,Christopher Trimmel,at AUT,"MF,DF",Union Berlin,de Bundesliga,38.0,1987,13.9,,16,,,,,,,,,,6,,,,Matches
2459,Kieran Trippier,eng ENG,DF,Newcastle United,eng Premier League,35.0,1990,12.6,,7,,,,,,,,,,4,,,,Matches
2460,Mariano Troilo,ar ARG,DF,Parma,it Serie A,22.0,2003,6.4,,9,,,,,,,,,,8,,,,Matches
2461,Leandro Trossard,be BEL,"FW,MF",Arsenal,eng Premier League,31.0,1994,16.6,,12,,,,,,,,,,7,,,,Matches
2462,Adrien Truffert,fr FRA,DF,Bournemouth,eng Premier League,24.0,2001,25.5,,39,,,,,,,,,,30,,,,Matches
2463,Kostas Tsimikas,gr GRE,MF,Roma,it Serie A,29.0,1996,4.6,,3,,,,,,,,,,6,,,,Matches
2464,Heorhii Tsitaishvili,ge GEO,"MF,FW",Metz,fr Ligue 1,25.0,2000,17.1,,7,,,,,,,,,,8,,,,Matches
2465,Viktor Tsyhankov,ua UKR,"MF,FW",Girona,es La Liga,28.0,1997,14.5,,15,,,,,,,,,,12,,,,Matches
2466,Axel Tuanzebe,cd COD,DF,Burnley,eng Premier League,28.0,1997,10.3,,6,,,,,,,,,,9,,,,Matches
2467,Kareem Tunde,es ESP,MF,Levante,es La Liga,20.0,2005,5.6,,5,,,,,,,,,,4,,,,Matches
2468,Stefano Turati,it ITA,GK,Sassuolo,it Serie A,24.0,2001,1.0,,0,,,,,,,,,,0,,,,Matches
2469,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,24.0,2002,7.1,,15,,,,,,,,,,2,,,,Matches
2470,Stefanos Tzimas,gr GRE,FW,Brighton,eng Premier League,20.0,2006,1.5,,1,,,,,,,,,,0,,,,Matches
2471,Christantus Uche,ng NGA,FW,Crystal Palace,eng Premier League,22.0,2003,1.8,,1,,,,,,,,,,0,,,,Matches
2472,Christantus Uche,ng NGA,FW,Getafe,es La Liga,22.0,2003,3.0,,2,,,,,,,,,,0,,,,Matches
2473,Destiny Udogie,it ITA,"DF,MF",Tottenham Hotspur,eng Premier League,23.0,2002,8.9,,11,,,,,,,,,,3,,,,Matches
2474,Matthieu Udol,fr FRA,"MF,DF",Lens,fr Ligue 1,29.0,1996,21.9,,11,,,,,,,,,,33,,,,Matches
2475,Manuel Ugarte,uy URU,MF,Manchester Utd,eng Premier League,24.0,2001,8.4,,25,,,,,,,,,,16,,,,Matches
2476,Lesley Ugochukwu,fr FRA,MF,Burnley,eng Premier League,21.0,2004,19.0,,22,,,,,,,,,,14,,,,Matches
2477,Filip Ugrinic,ch SUI,MF,Valencia,es La Liga,27.0,1999,8.4,,5,,,,,,,,,,6,,,,Matches
2478,Lukas Ullrich,de GER,"DF,MF",Gladbach,de Bundesliga,21.0,2004,11.0,,10,,,,,,,,,,19,,,,Matches
2479,Enes Ünal,tr TUR,FW,Bournemouth,eng Premier League,28.0,1997,1.8,,0,,,,,,,,,,0,,,,Matches
2480,Deniz Undav,de GER,"FW,MF",Stuttgart,de Bundesliga,29.0,1996,15.1,,8,,,,,,,,,,4,,,,Matches
2481,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,27.0,1998,14.1,,17,,,,,,,,,,12,,,,Matches
2482,Jan Urbich,de GER,DF,Gladbach,de Bundesliga,21.0,2004,0.4,,0,,,,,,,,,,0,,,,Matches
2483,Jonas Urbig,de GER,GK,Bayern Munich,de Bundesliga,22.0,2003,4.5,,0,,,,,,,,,,0,,,,Matches
2484,Can Uzun,tr TUR,MF,Eintracht Frankfurt,de Bundesliga,20.0,2005,8.9,,6,,,,,,,,,,2,,,,Matches
2485,Josha Vagnoman,de GER,"DF,MF",Stuttgart,de Bundesliga,25.0,2000,15.5,,18,,,,,,,,,,3,,,,Matches
2486,Victor Valdepeñas,es ESP,DF,Real Madrid,es La Liga,19.0,2006,0.9,,3,,,,,,,,,,0,,,,Matches
2487,Lautaro Valenti,ar ARG,DF,Parma,it Serie A,27.0,1999,17.0,,24,,,,,,,,,,23,,,,Matches
2488,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,31.0,1994,14.5,,25,,,,,,,,,,18,,,,Matches
2489,Nicolás Valentini,ar ARG,DF,Hellas Verona,it Serie A,24.0,2001,9.2,,11,,,,,,,,,,6,,,,Matches
2490,Germán Valera,es ESP,"MF,DF",Elche,es La Liga,23.0,2002,19.9,,29,,,,,,,,,,11,,,,Matches
2491,Emanuele Valeri,it ITA,"MF,DF",Parma,it Serie A,27.0,1998,17.6,,22,,,,,,,,,,14,,,,Matches
2492,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,30.0,1995,24.0,,20,,,,,,,,,,14,,,,Matches
2493,Álex Valle,es ESP,DF,Como,it Serie A,21.0,2004,16.0,,24,,,,,,,,,,19,,,,Matches
2494,Álvaro Vallés,es ESP,GK,Real Betis,es La Liga,28.0,1997,16.0,,0,,,,,,,,,,0,,,,Matches
2495,Federico Valverde,uy URU,"MF,DF",Real Madrid,es La Liga,27.0,1998,21.1,,21,,,,,,,,,,19,,,,Matches
2496,Ignace Van Der Brempt,be BEL,DF,Como,it Serie A,23.0,2002,4.4,,6,,,,,,,,,,6,,,,Matches
2497,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,34.0,1991,26.0,,11,,,,,,,,,,14,,,,Matches
2498,Vladyslav Vanat,ua UKR,FW,Girona,es La Liga,24.0,2002,16.5,,3,,,,,,,,,,2,,,,Matches
2499,Jari Vandeputte,be BEL,MF,Cremonese,it Serie A,30.0,1996,14.9,,16,,,,,,,,,,14,,,,Matches
2500,Vanderson,br BRA,"DF,MF",Monaco,fr Ligue 1,24.0,2001,6.7,,13,,,,,,,,,,18,,,,Matches
2501,Maarten Vandevoordt,be BEL,GK,RB Leipzig,de Bundesliga,23.0,2002,0.7,,0,,,,,,,,,,0,,,,Matches
2502,Charles Vanhoutte,be BEL,MF,Nice,fr Ligue 1,27.0,1998,14.2,,18,,,,,,,,,,15,,,,Matches
2503,Jamie Vardy,eng ENG,FW,Cremonese,it Serie A,39.0,1987,18.5,,8,,,,,,,,,,3,,,,Matches
2504,Obed Vargas,mx MEX,MF,Atlético Madrid,es La Liga,20.0,2005,0.6,,2,,,,,,,,,,0,,,,Matches
2505,Ruben Vargas,ch SUI,MF,Sevilla,es La Liga,27.0,1998,9.7,,9,,,,,,,,,,4,,,,Matches
2506,Nikola Vasilj,ba BIH,GK,St Pauli,de Bundesliga,30.0,1995,22.0,,1,,,,,,,,,,1,,,,Matches
2507,Johan Vásquez,mx MEX,DF,Genoa,it Serie A,27.0,1998,24.8,,22,,,,,,,,,,29,,,,Matches
2508,Denis Vavro,sk SVK,DF,Wolfsburg,de Bundesliga,29.0,1996,5.2,,4,,,,,,,,,,3,,,,Matches
2509,José Luis García Vayá,es ESP,MF,Valencia,es La Liga,27.0,1998,18.9,,25,,,,,,,,,,15,,,,Matches
2510,Robinio Vaz,fr FRA,FW,Roma,it Serie A,18.0,2007,0.7,,0,,,,,,,,,,1,,,,Matches
2511,Robinio Vaz,fr FRA,FW,Marseille,fr Ligue 1,18.0,2007,4.2,,4,,,,,,,,,,3,,,,Matches
2512,Franco Vázquez,ar ARG,"FW,MF",Cremonese,it Serie A,36.0,1989,5.8,,12,,,,,,,,,,4,,,,Matches
2513,Jesus Vazquez,es ESP,"DF,MF",Valencia,es La Liga,23.0,2003,7.2,,5,,,,,,,,,,1,,,,Matches
2514,Lucas Vázquez,es ESP,MF,Leverkusen,de Bundesliga,34.0,1991,4.0,,4,,,,,,,,,,2,,,,Matches
2515,Luis Vázquez,ar ARG,FW,Getafe,es La Liga,25.0,2001,3.6,,1,,,,,,,,,,0,,,,Matches
2516,Matías Vecino,uy URU,MF,Lazio,it Serie A,34.0,1991,6.7,,9,,,,,,,,,,7,,,,Matches
2517,Matías Vecino,uy URU,"FW,MF",Celta Vigo,es La Liga,34.0,1991,0.0,,0,,,,,,,,,,0,,,,Matches
2518,Danilo Veiga,pt POR,DF,Lecce,it Serie A,23.0,2002,20.1,,33,,,,,,,,,,15,,,,Matches
2519,Renato Veiga,pt POR,DF,Villarreal,es La Liga,22.0,2003,17.3,,5,,,,,,,,,,15,,,,Matches
2520,Joël Veltman,nl NED,DF,Brighton,eng Premier League,34.0,1992,8.8,,16,,,,,,,,,,18,,,,Matches
2521,Micky van de Ven,nl NED,DF,Tottenham Hotspur,eng Premier League,24.0,2001,23.9,,14,,,,,,,,,,19,,,,Matches
2522,Unai Vencedor Paris,es ESP,MF,Levante,es La Liga,25.0,2000,8.6,,13,,,,,,,,,,4,,,,Matches
2523,Lorenzo Venturino,it ITA,FW,Genoa,it Serie A,19.0,2006,0.4,,0,,,,,,,,,,0,,,,Matches
2524,Lorenzo Venturino,it ITA,FW,Roma,it Serie A,19.0,2006,0.7,,0,,,,,,,,,,0,,,,Matches
2525,Nikolas Veratschnig,at AUT,"MF,DF",Mainz 05,de Bundesliga,23.0,2003,4.4,,4,,,,,,,,,,8,,,,Matches
2526,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,23.0,2002,26.0,,1,,,,,,,,,,0,,,,Matches
2527,Calvin Verdonk,id IDN,DF,Lille,fr Ligue 1,28.0,1997,4.3,,4,,,,,,,,,,6,,,,Matches
2528,Antonio Vergara,it ITA,MF,Napoli,it Serie A,23.0,2003,4.6,,9,,,,,,,,,,4,,,,Matches
2529,Arthur Vermeeren,be BEL,MF,Marseille,fr Ligue 1,21.0,2005,6.3,,8,,,,,,,,,,4,,,,Matches
2530,Jozhua Vertrouwd,nl NED,DF,Rayo Vallecano,es La Liga,21.0,2004,3.1,,2,,,,,,,,,,3,,,,Matches
2531,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,32.0,1993,3.2,,5,,,,,,,,,,8,,,,Matches
2532,Guglielmo Vicario,it ITA,GK,Tottenham Hotspur,eng Premier League,29.0,1996,26.0,,1,,,,,,,,,,0,,,,Matches
2533,Carlos Vicente,es ESP,MF,Alavés,es La Liga,26.0,1999,14.0,,18,,,,,,,,,,7,,,,Matches
2534,Nacho Vidal,es ESP,DF,Oviedo,es La Liga,31.0,1995,12.8,,15,,,,,,,,,,16,,,,Matches
2535,Fabio Vieira,pt POR,"MF,FW",Hamburger SV,de Bundesliga,25.0,2000,12.7,,1,,,,,,,,,,8,,,,Matches
2536,Julián Vignolo,ar ARG,FW,Toulouse,fr Ligue 1,19.0,2006,1.2,,2,,,,,,,,,,0,,,,Matches
2537,Gonzalo Villar,es ESP,MF,Elche,es La Liga,27.0,1998,0.1,,0,,,,,,,,,,0,,,,Matches
2538,Federico Viñas,uy URU,"FW,MF",Oviedo,es La Liga,27.0,1998,14.1,,21,,,,,,,,,,6,,,,Matches
2539,Jan Virgili,es ESP,MF,Mallorca,es La Liga,19.0,2006,14.2,,7,,,,,,,,,,4,,,,Matches
2540,Mattia Viti,it ITA,"MF,DF",Fiorentina,it Serie A,24.0,2002,2.9,,4,,,,,,,,,,3,,,,Matches
2541,Martin Vitík,cz CZE,DF,Bologna,it Serie A,23.0,2003,9.4,,11,,,,,,,,,,4,,,,Matches
2542,Vitinha,pt POR,"FW,MF",Genoa,it Serie A,25.0,2000,16.8,,19,,,,,,,,,,11,,,,Matches
2543,Vitinha,pt POR,MF,Paris Saint-Germain,fr Ligue 1,26.0,2000,18.3,,13,,,,,,,,,,20,,,,Matches
2544,Rayan Vitor,br BRA,MF,Bournemouth,eng Premier League,19.0,2006,2.2,,0,,,,,,,,,,0,,,,Matches
2545,Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,26.0,1999,18.3,,21,,,,,,,,,,24,,,,Matches
